Block,start_time,end_time
control_n2_b1,2023-12-18 11:03:08.867072,2023-12-18 11:04:36.317072
control_n2_b2,2023-12-18 11:05:08.030079,2023-12-18 11:06:35.480079
control_n3_b1,2023-12-18 10:56:02.400613,2023-12-18 10:57:29.850613
control_n3_b2,2023-12-18 10:58:01.568242,2023-12-18 10:59:29.018242
stress_2n_b1,2023-12-18 11:19:13.379867,2023-12-18 11:20:40.829867
stress_2n_b2,2023-12-18 11:21:13.043158,2023-12-18 11:22:40.493158
stress_3n_b1,2023-12-18 11:13:24.368322,2023-12-18 11:14:51.818322
stress_3n_b2,2023-12-18 11:15:23.782150,2023-12-18 11:16:51.232150
