Block,start_time,end_time
control_n2_b1,2024-01-25 11:22:49.149806,2024-01-25 11:24:16.599806
control_n2_b2,2024-01-25 11:24:48.282459,2024-01-25 11:26:15.732459
control_n3_b1,2024-01-25 11:15:48.461538,2024-01-25 11:17:15.911538
control_n3_b2,2024-01-25 11:17:47.591603,2024-01-25 11:19:15.041603
stress_2n_b1,2024-01-25 11:38:22.475511,2024-01-25 11:39:49.925511
stress_2n_b2,2024-01-25 11:40:22.122693,2024-01-25 11:41:49.572693
stress_3n_b1,2024-01-25 11:32:23.036477,2024-01-25 11:33:50.486477
stress_3n_b2,2024-01-25 11:34:21.989084,2024-01-25 11:35:49.439084
