Block,start_time,end_time
control_n2_b1,2024-02-02 15:10:45.370824,2024-02-02 15:12:12.820824
control_n2_b2,2024-02-02 15:12:44.517306,2024-02-02 15:14:11.967306
control_n3_b1,2024-02-02 15:16:28.682626,2024-02-02 15:17:56.132626
control_n3_b2,2024-02-02 15:18:27.830777,2024-02-02 15:19:55.280777
stress_2n_b1,2024-02-02 15:24:15.797044,2024-02-02 15:25:43.247044
stress_2n_b2,2024-02-02 15:26:15.311353,2024-02-02 15:27:42.761353
stress_3n_b1,2024-02-02 15:29:39.182827,2024-02-02 15:31:06.632827
stress_3n_b2,2024-02-02 15:31:38.614144,2024-02-02 15:33:06.064144
