Block,start_time,end_time
control_n2_b1,2024-01-29 09:50:35.072567,2024-01-29 09:52:02.522567
control_n2_b2,2024-01-29 09:52:34.202565,2024-01-29 09:54:01.652565
control_n3_b1,2024-01-29 09:56:41.943917,2024-01-29 09:58:09.393917
control_n3_b2,2024-01-29 09:58:41.073544,2024-01-29 10:00:08.523544
stress_2n_b1,2024-01-29 10:05:06.432510,2024-01-29 10:06:33.882510
stress_2n_b2,2024-01-29 10:07:05.828874,2024-01-29 10:08:33.278874
stress_3n_b1,2024-01-29 10:10:42.896787,2024-01-29 10:12:10.346787
stress_3n_b2,2024-01-29 10:12:42.542692,2024-01-29 10:14:09.992692
