Block,start_time,end_time
control_n2_b1,2024-02-01 11:21:26.812585,2024-02-01 11:22:54.262585
control_n2_b2,2024-02-01 11:23:25.944253,2024-02-01 11:24:53.394253
control_n3_b1,2024-02-01 11:15:05.273786,2024-02-01 11:16:32.723786
control_n3_b2,2024-02-01 11:17:04.404457,2024-02-01 11:18:31.854457
stress_2n_b1,2024-02-01 11:35:15.465702,2024-02-01 11:36:42.915702
stress_2n_b2,2024-02-01 11:37:14.829234,2024-02-01 11:38:42.279234
stress_3n_b1,2024-02-01 11:29:43.847916,2024-02-01 11:31:11.297916
stress_3n_b2,2024-02-01 11:31:43.201094,2024-02-01 11:33:10.651094
