Block,start_time,end_time
control_n2_b1,2024-02-06 13:52:19.771572,2024-02-06 13:53:47.221572
control_n2_b2,2024-02-06 13:54:18.922179,2024-02-06 13:55:46.372179
control_n3_b1,2024-02-06 13:59:50.057718,2024-02-06 14:01:17.507718
control_n3_b2,2024-02-06 14:01:49.204824,2024-02-06 14:03:16.654824
stress_2n_b1,2024-02-06 14:09:01.172631,2024-02-06 14:10:28.622631
stress_2n_b2,2024-02-06 14:11:01.358017,2024-02-06 14:12:28.808017
stress_3n_b1,2024-02-06 14:15:00.808517,2024-02-06 14:16:28.258517
stress_3n_b2,2024-02-06 14:17:00.487123,2024-02-06 14:18:27.937123
