Block,start_time,end_time
control_n2_b1,2023-12-20 09:26:33.359033,2023-12-20 09:28:00.809033
control_n2_b2,2023-12-20 09:28:32.488832,2023-12-20 09:29:59.938832
control_n3_b1,2023-12-20 09:33:02.672988,2023-12-20 09:34:30.122988
control_n3_b2,2023-12-20 09:35:01.869363,2023-12-20 09:36:29.319363
stress_2n_b1,2023-12-20 09:44:17.426857,2023-12-20 09:45:44.876857
stress_2n_b2,2023-12-20 09:46:17.903504,2023-12-20 09:47:45.353504
stress_3n_b1,2023-12-20 09:50:27.347632,2023-12-20 09:51:54.797632
stress_3n_b2,2023-12-20 09:52:27.592098,2023-12-20 09:53:55.042098
