Block,start_time,end_time
control_n2_b1,2024-01-18 14:06:50.270803,2024-01-18 14:08:17.720803
control_n2_b2,2024-01-18 14:08:49.420018,2024-01-18 14:10:16.870018
control_n3_b1,2024-01-18 14:00:33.501042,2024-01-18 14:02:00.951042
control_n3_b2,2024-01-18 14:02:32.647163,2024-01-18 14:04:00.097163
stress_2n_b1,2024-01-18 14:21:07.183526,2024-01-18 14:22:34.633526
stress_2n_b2,2024-01-18 14:23:07.311951,2024-01-18 14:24:34.761951
stress_3n_b1,2024-01-18 14:15:21.055314,2024-01-18 14:16:48.505314
stress_3n_b2,2024-01-18 14:17:20.652936,2024-01-18 14:18:48.102936
