Block,start_time,end_time
control_n2_b1,2024-01-11 15:14:22.267514,2024-01-11 15:15:49.717514
control_n2_b2,2024-01-11 15:16:21.400458,2024-01-11 15:17:48.850458
control_n3_b1,2024-01-11 15:20:21.509504,2024-01-11 15:21:48.959504
control_n3_b2,2024-01-11 15:22:20.639074,2024-01-11 15:23:48.089074
stress_2n_b1,2024-01-11 15:28:17.879981,2024-01-11 15:29:45.329981
stress_2n_b2,2024-01-11 15:30:18.097813,2024-01-11 15:31:45.547813
stress_3n_b1,2024-01-11 15:34:02.651760,2024-01-11 15:35:30.101760
stress_3n_b2,2024-01-11 15:36:02.114864,2024-01-11 15:37:29.564864
