Block,start_time,end_time
control_n2_b1,2024-02-01 15:16:48.985777,2024-02-01 15:18:16.435777
control_n2_b2,2024-02-01 15:18:48.134377,2024-02-01 15:20:15.584377
control_n3_b1,2024-02-01 15:23:14.239055,2024-02-01 15:24:41.689055
control_n3_b2,2024-02-01 15:25:13.370568,2024-02-01 15:26:40.820568
stress_2n_b1,2024-02-01 15:31:33.289640,2024-02-01 15:33:00.739640
stress_2n_b2,2024-02-01 15:33:32.371321,2024-02-01 15:34:59.821321
stress_3n_b1,2024-02-01 15:37:11.390249,2024-02-01 15:38:38.840249
stress_3n_b2,2024-02-01 15:39:11.705613,2024-02-01 15:40:39.155613
