Block,start_time,end_time
control_n2_b1,2023-12-21 12:29:56.335265,2023-12-21 12:31:23.785265
control_n2_b2,2023-12-21 12:31:55.485626,2023-12-21 12:33:22.935626
control_n3_b1,2023-12-21 12:36:03.892350,2023-12-21 12:37:31.342350
control_n3_b2,2023-12-21 12:38:03.022750,2023-12-21 12:39:30.472750
stress_2n_b1,2023-12-21 12:44:25.439787,2023-12-21 12:45:52.889787
stress_2n_b2,2023-12-21 12:46:25.081324,2023-12-21 12:47:52.531324
stress_3n_b1,2023-12-21 12:50:10.859350,2023-12-21 12:51:38.309350
stress_3n_b2,2023-12-21 12:52:10.939958,2023-12-21 12:53:38.389958
