Block,start_time,end_time
control_n2_b1,2024-01-31 11:19:55.371265,2024-01-31 11:21:22.821265
control_n2_b2,2024-01-31 11:21:54.551954,2024-01-31 11:23:22.001954
control_n3_b1,2024-01-31 11:13:39.297221,2024-01-31 11:15:06.747221
control_n3_b2,2024-01-31 11:15:38.427691,2024-01-31 11:17:05.877691
stress_2n_b1,2024-01-31 11:33:51.552881,2024-01-31 11:35:19.002881
stress_2n_b2,2024-01-31 11:35:50.703251,2024-01-31 11:37:18.153251
stress_3n_b1,2024-01-31 11:27:52.913966,2024-01-31 11:29:20.363966
stress_3n_b2,2024-01-31 11:29:53.091777,2024-01-31 11:31:20.541777
