Block,start_time,end_time
control_n2_b1,2023-12-20 16:59:26.824097,2023-12-20 17:00:54.274097
control_n2_b2,2023-12-20 17:01:25.954331,2023-12-20 17:02:53.404331
control_n3_b1,2023-12-20 16:53:35.013197,2023-12-20 16:55:02.463197
control_n3_b2,2023-12-20 16:55:34.144704,2023-12-20 16:57:01.594704
stress_2n_b1,2023-12-20 17:13:55.890827,2023-12-20 17:15:23.340827
stress_2n_b2,2023-12-20 17:15:55.876763,2023-12-20 17:17:23.326763
stress_3n_b1,2023-12-20 17:08:12.466692,2023-12-20 17:09:39.916692
stress_3n_b2,2023-12-20 17:10:11.746598,2023-12-20 17:11:39.196598
