Block,start_time,end_time
control_n2_b1,2024-01-31 09:53:37.711516,2024-01-31 09:55:05.161516
control_n2_b2,2024-01-31 09:55:36.856885,2024-01-31 09:57:04.306885
control_n3_b1,2024-01-31 10:00:24.784754,2024-01-31 10:01:52.234754
control_n3_b2,2024-01-31 10:02:23.931652,2024-01-31 10:03:51.381652
stress_2n_b1,2024-01-31 10:08:53.886326,2024-01-31 10:10:21.336326
stress_2n_b2,2024-01-31 10:10:52.874370,2024-01-31 10:12:20.324370
stress_3n_b1,2024-01-31 10:14:39.920654,2024-01-31 10:16:07.370654
stress_3n_b2,2024-01-31 10:16:39.650419,2024-01-31 10:18:07.100419
