Block,start_time,end_time
control_n2_b1,2023-12-20 15:27:49.173036,2023-12-20 15:29:16.623036
control_n2_b2,2023-12-20 15:29:48.321508,2023-12-20 15:31:15.771508
control_n3_b1,2023-12-20 15:34:38.650433,2023-12-20 15:36:06.100433
control_n3_b2,2023-12-20 15:36:37.798334,2023-12-20 15:38:05.248334
stress_2n_b1,2023-12-20 15:43:16.932307,2023-12-20 15:44:44.382307
stress_2n_b2,2023-12-20 15:45:16.611649,2023-12-20 15:46:44.061649
stress_3n_b1,2023-12-20 15:49:22.904578,2023-12-20 15:50:50.354578
stress_3n_b2,2023-12-20 15:51:23.410241,2023-12-20 15:52:50.860241
