Block,start_time,end_time
control_n2_b1,2024-02-05 15:23:42.127150,2024-02-05 15:25:09.577150
control_n2_b2,2024-02-05 15:25:41.276187,2024-02-05 15:27:08.726187
control_n3_b1,2024-02-05 15:16:34.286490,2024-02-05 15:18:01.736490
control_n3_b2,2024-02-05 15:18:33.485428,2024-02-05 15:20:00.935428
stress_2n_b1,2024-02-05 15:38:30.847001,2024-02-05 15:39:58.297001
stress_2n_b2,2024-02-05 15:40:30.578341,2024-02-05 15:41:58.028341
stress_3n_b1,2024-02-05 15:32:15.740054,2024-02-05 15:33:43.190054
stress_3n_b2,2024-02-05 15:34:15.140274,2024-02-05 15:35:42.590274
