Block,start_time,end_time
control_n2_b1,2024-01-22 10:01:30.718598,2024-01-22 10:02:58.168598
control_n2_b2,2024-01-22 10:03:29.836995,2024-01-22 10:04:57.286995
control_n3_b1,2024-01-22 09:55:23.688328,2024-01-22 09:56:51.138328
control_n3_b2,2024-01-22 09:57:22.816563,2024-01-22 09:58:50.266563
stress_2n_b1,2024-01-22 10:15:10.032606,2024-01-22 10:16:37.482606
stress_2n_b2,2024-01-22 10:17:09.346519,2024-01-22 10:18:36.796519
stress_3n_b1,2024-01-22 10:09:39.974421,2024-01-22 10:11:07.424421
stress_3n_b2,2024-01-22 10:11:38.826256,2024-01-22 10:13:06.276256
