Block,start_time,end_time
control_n2_b1,2024-01-18 15:20:08.718812,2024-01-18 15:21:36.168812
control_n2_b2,2024-01-18 15:22:07.849924,2024-01-18 15:23:35.299924
control_n3_b1,2024-01-18 15:26:21.522792,2024-01-18 15:27:48.972792
control_n3_b2,2024-01-18 15:28:20.670462,2024-01-18 15:29:48.120462
stress_2n_b1,2024-01-18 15:36:07.433339,2024-01-18 15:37:34.883339
stress_2n_b2,2024-01-18 15:38:06.515568,2024-01-18 15:39:33.965568
stress_3n_b1,2024-01-18 15:43:31.333977,2024-01-18 15:44:58.783977
stress_3n_b2,2024-01-18 15:45:30.933291,2024-01-18 15:46:58.383291
