Block,start_time,end_time
control_n2_b1,2024-02-05 11:11:51.276459,2024-02-05 11:13:18.726459
control_n2_b2,2024-02-05 11:13:50.406831,2024-02-05 11:15:17.856831
control_n3_b1,2024-02-05 11:18:05.480599,2024-02-05 11:19:32.930599
control_n3_b2,2024-02-05 11:20:04.629976,2024-02-05 11:21:32.079976
stress_2n_b1,2024-02-05 11:26:36.764315,2024-02-05 11:28:04.214315
stress_2n_b2,2024-02-05 11:28:35.895286,2024-02-05 11:30:03.345286
stress_3n_b1,2024-02-05 11:32:18.778140,2024-02-05 11:33:46.228140
stress_3n_b2,2024-02-05 11:34:18.020689,2024-02-05 11:35:45.470689
