Block,start_time,end_time
control_n2_b1,2023-12-20 12:32:58.627099,2023-12-20 12:34:26.077099
control_n2_b2,2023-12-20 12:34:57.758841,2023-12-20 12:36:25.208841
control_n3_b1,2023-12-20 12:26:45.488401,2023-12-20 12:28:12.938401
control_n3_b2,2023-12-20 12:28:44.618242,2023-12-20 12:30:12.068242
stress_2n_b1,2023-12-20 12:47:50.327558,2023-12-20 12:49:17.777558
stress_2n_b2,2023-12-20 12:49:50.142769,2023-12-20 12:51:17.592769
stress_3n_b1,2023-12-20 12:42:11.110766,2023-12-20 12:43:38.560766
stress_3n_b2,2023-12-20 12:44:10.925432,2023-12-20 12:45:38.375432
