Block,start_time,end_time
control_n2_b1,2024-02-01 09:56:28.210248,2024-02-01 09:57:55.660248
control_n2_b2,2024-02-01 09:58:27.357884,2024-02-01 09:59:54.807884
control_n3_b1,2024-02-01 10:03:10.854025,2024-02-01 10:04:38.304025
control_n3_b2,2024-02-01 10:05:09.986177,2024-02-01 10:06:37.436177
stress_2n_b1,2024-02-01 10:12:00.897839,2024-02-01 10:13:28.347839
stress_2n_b2,2024-02-01 10:14:00.531929,2024-02-01 10:15:27.981929
stress_3n_b1,2024-02-01 10:18:10.223420,2024-02-01 10:19:37.673420
stress_3n_b2,2024-02-01 10:20:09.853090,2024-02-01 10:21:37.303090
