Block,start_time,end_time
control_n2_b1,2024-01-17 09:50:54.917856,2024-01-17 09:52:22.367856
control_n2_b2,2024-01-17 09:52:54.109660,2024-01-17 09:54:21.559660
control_n3_b1,2024-01-17 09:56:54.452083,2024-01-17 09:58:21.902083
control_n3_b2,2024-01-17 09:58:53.598854,2024-01-17 10:00:21.048854
stress_2n_b1,2024-01-17 10:04:58.712957,2024-01-17 10:06:26.162957
stress_2n_b2,2024-01-17 10:06:57.886989,2024-01-17 10:08:25.336989
stress_3n_b1,2024-01-17 10:10:27.283696,2024-01-17 10:11:54.733696
stress_3n_b2,2024-01-17 10:12:27.047176,2024-01-17 10:13:54.497176
