Block,start_time,end_time
control_n2_b1,2024-02-05 09:57:22.221646,2024-02-05 09:58:49.671646
control_n2_b2,2024-02-05 09:59:21.368700,2024-02-05 10:00:48.818700
control_n3_b1,2024-02-05 09:51:07.087034,2024-02-05 09:52:34.537034
control_n3_b2,2024-02-05 09:53:06.209978,2024-02-05 09:54:33.659978
stress_2n_b1,2024-02-05 10:11:41.811041,2024-02-05 10:13:09.261041
stress_2n_b2,2024-02-05 10:13:41.647631,2024-02-05 10:15:09.097631
stress_3n_b1,2024-02-05 10:05:54.664366,2024-02-05 10:07:22.114366
stress_3n_b2,2024-02-05 10:07:54.161020,2024-02-05 10:09:21.611020
