Block,start_time,end_time
control_n2_b1,2024-02-08 11:24:57.965843,2024-02-08 11:26:25.415843
control_n2_b2,2024-02-08 11:26:57.115574,2024-02-08 11:28:24.565574
control_n3_b1,2024-02-08 11:17:52.292776,2024-02-08 11:19:19.742776
control_n3_b2,2024-02-08 11:19:51.423047,2024-02-08 11:21:18.873047
stress_2n_b1,2024-02-08 11:40:19.074958,2024-02-08 11:41:46.524958
stress_2n_b2,2024-02-08 11:42:19.307298,2024-02-08 11:43:46.757298
stress_3n_b1,2024-02-08 11:34:00.723119,2024-02-08 11:35:28.173119
stress_3n_b2,2024-02-08 11:36:00.143322,2024-02-08 11:37:27.593322
