Block,start_time,end_time
control_n2_b1,2023-12-18 12:24:45.325690,2023-12-18 12:26:12.775690
control_n2_b2,2023-12-18 12:26:44.545488,2023-12-18 12:28:11.995488
control_n3_b1,2023-12-18 12:31:19.029442,2023-12-18 12:32:46.479442
control_n3_b2,2023-12-18 12:33:18.162290,2023-12-18 12:34:45.612290
stress_2n_b1,2023-12-18 12:40:37.316044,2023-12-18 12:42:04.766044
stress_2n_b2,2023-12-18 12:42:36.714353,2023-12-18 12:44:04.164353
stress_3n_b1,2023-12-18 12:46:40.322874,2023-12-18 12:48:07.772874
stress_3n_b2,2023-12-18 12:48:39.686661,2023-12-18 12:50:07.136661
