Block,start_time,end_time
control_n2_b1,2024-01-29 15:19:33.306231,2024-01-29 15:21:00.756231
control_n2_b2,2024-01-29 15:21:32.508654,2024-01-29 15:22:59.958654
control_n3_b1,2024-01-29 15:12:48.737770,2024-01-29 15:14:16.187770
control_n3_b2,2024-01-29 15:14:47.886079,2024-01-29 15:16:15.336079
stress_2n_b1,2024-01-29 15:33:48.694256,2024-01-29 15:35:16.144256
stress_2n_b2,2024-01-29 15:35:48.881871,2024-01-29 15:37:16.331871
stress_3n_b1,2024-01-29 15:28:03.712924,2024-01-29 15:29:31.162924
stress_3n_b2,2024-01-29 15:30:03.883672,2024-01-29 15:31:31.333672
