Block,start_time,end_time
control_n2_b1,2024-02-07 15:20:21.236522,2024-02-07 15:21:48.686522
control_n2_b2,2024-02-07 15:22:20.383618,2024-02-07 15:23:47.833618
control_n3_b1,2024-02-07 15:14:04.966598,2024-02-07 15:15:32.416598
control_n3_b2,2024-02-07 15:16:04.097538,2024-02-07 15:17:31.547538
stress_2n_b1,2024-02-07 15:34:06.360633,2024-02-07 15:35:33.810633
stress_2n_b2,2024-02-07 15:36:07.273878,2024-02-07 15:37:34.723878
stress_3n_b1,2024-02-07 15:28:30.725369,2024-02-07 15:29:58.175369
stress_3n_b2,2024-02-07 15:30:29.911682,2024-02-07 15:31:57.361682
