Block,start_time,end_time
control_n2_b1,2024-02-07 13:53:10.404867,2024-02-07 13:54:37.854867
control_n2_b2,2024-02-07 13:55:09.534628,2024-02-07 13:56:36.984628
control_n3_b1,2024-02-07 13:59:44.517777,2024-02-07 14:01:11.967777
control_n3_b2,2024-02-07 14:01:43.652589,2024-02-07 14:03:11.102589
stress_2n_b1,2024-02-07 14:08:05.875090,2024-02-07 14:09:33.325090
stress_2n_b2,2024-02-07 14:10:05.189947,2024-02-07 14:11:32.639947
stress_3n_b1,2024-02-07 14:13:55.633679,2024-02-07 14:15:23.083679
stress_3n_b2,2024-02-07 14:15:55.514315,2024-02-07 14:17:22.964315
