Block,start_time,end_time
control_n2_b1,2024-01-31 15:22:33.971971,2024-01-31 15:24:01.421971
control_n2_b2,2024-01-31 15:24:33.103830,2024-01-31 15:26:00.553830
control_n3_b1,2024-01-31 15:16:08.819219,2024-01-31 15:17:36.269219
control_n3_b2,2024-01-31 15:18:08.000975,2024-01-31 15:19:35.450975
stress_2n_b1,2024-01-31 15:36:36.955581,2024-01-31 15:38:04.405581
stress_2n_b2,2024-01-31 15:38:36.194891,2024-01-31 15:40:03.644891
stress_3n_b1,2024-01-31 15:30:54.455967,2024-01-31 15:32:21.905967
stress_3n_b2,2024-01-31 15:32:54.194533,2024-01-31 15:34:21.644533
