Block,start_time,end_time
control_n2_b1,2024-02-06 15:20:12.761522,2024-02-06 15:21:40.211522
control_n2_b2,2024-02-06 15:22:11.892898,2024-02-06 15:23:39.342898
control_n3_b1,2024-02-06 15:13:32.545381,2024-02-06 15:14:59.995381
control_n3_b2,2024-02-06 15:15:31.676037,2024-02-06 15:16:59.126037
stress_2n_b1,2024-02-06 15:35:12.742517,2024-02-06 15:36:40.192517
stress_2n_b2,2024-02-06 15:37:11.725592,2024-02-06 15:38:39.175592
stress_3n_b1,2024-02-06 15:29:02.119379,2024-02-06 15:30:29.569379
stress_3n_b2,2024-02-06 15:31:01.729324,2024-02-06 15:32:29.179324
