1706878609.000000, IBI
17.750000,0.640625
18.359375,0.609375
19.000000,0.640625
19.609375,0.609375
20.203125,0.593750
20.781250,0.578125
31.968750,0.578125
32.578125,0.609375
33.187500,0.609375
33.812500,0.625000
34.437500,0.625000
35.062500,0.625000
35.671875,0.609375
36.312500,0.640625
53.218750,0.625000
74.843750,0.515625
75.406250,0.562500
82.593750,0.703125
83.343750,0.750000
84.093750,0.750000
84.796875,0.703125
85.437500,0.640625
86.062500,0.625000
86.703125,0.640625
87.375000,0.671875
88.109375,0.734375
88.828125,0.718750
89.546875,0.718750
90.234375,0.687500
90.875000,0.640625
91.484375,0.609375
92.062500,0.578125
92.625000,0.562500
93.218750,0.593750
93.890625,0.671875
94.609375,0.718750
95.359375,0.750000
96.140625,0.781250
96.906250,0.765625
97.640625,0.734375
98.359375,0.718750
99.093750,0.734375
99.828125,0.734375
108.515625,0.718750
109.218750,0.703125
109.906250,0.687500
110.484375,0.578125
111.187500,0.703125
111.796875,0.609375
112.406250,0.609375
113.062500,0.656250
113.828125,0.765625
114.593750,0.765625
115.406250,0.812500
116.218750,0.812500
117.015625,0.796875
117.734375,0.718750
126.593750,0.562500
127.140625,0.546875
127.687500,0.546875
128.203125,0.515625
128.750000,0.546875
129.296875,0.546875
129.875000,0.578125
130.484375,0.609375
131.125000,0.640625
131.718750,0.593750
132.312500,0.593750
138.015625,0.609375
138.625000,0.609375
139.203125,0.578125
139.781250,0.578125
140.390625,0.609375
140.968750,0.578125
141.562500,0.593750
142.171875,0.609375
142.781250,0.609375
143.421875,0.640625
144.109375,0.687500
144.703125,0.593750
154.265625,0.718750
154.937500,0.671875
155.625000,0.687500
156.343750,0.718750
157.031250,0.687500
157.718750,0.687500
158.375000,0.656250
159.046875,0.671875
159.687500,0.640625
160.265625,0.578125
160.890625,0.625000
161.546875,0.656250
162.203125,0.656250
162.859375,0.656250
163.562500,0.703125
164.343750,0.781250
165.078125,0.734375
172.359375,0.609375
176.312500,0.765625
177.000000,0.687500
177.671875,0.671875
178.312500,0.640625
178.921875,0.609375
179.531250,0.609375
180.125000,0.593750
180.703125,0.578125
181.281250,0.578125
181.890625,0.609375
182.578125,0.687500
183.328125,0.750000
184.062500,0.734375
184.812500,0.750000
185.562500,0.750000
186.250000,0.687500
186.921875,0.671875
187.562500,0.640625
188.234375,0.671875
188.875000,0.640625
189.515625,0.640625
190.218750,0.703125
190.953125,0.734375
191.656250,0.703125
192.343750,0.687500
193.046875,0.703125
193.765625,0.718750
194.484375,0.718750
195.187500,0.703125
195.828125,0.640625
196.453125,0.625000
197.078125,0.625000
197.750000,0.671875
198.468750,0.718750
199.203125,0.734375
199.906250,0.703125
200.625000,0.718750
201.343750,0.718750
202.046875,0.703125
202.734375,0.687500
214.265625,0.703125
214.921875,0.656250
215.546875,0.625000
216.171875,0.625000
216.781250,0.609375
217.406250,0.625000
218.031250,0.625000
218.718750,0.687500
219.406250,0.687500
220.125000,0.718750
220.828125,0.703125
221.531250,0.703125
222.218750,0.687500
222.859375,0.640625
223.484375,0.625000
224.125000,0.640625
224.765625,0.640625
225.406250,0.640625
226.078125,0.671875
226.765625,0.687500
227.468750,0.703125
228.125000,0.656250
228.765625,0.640625
229.421875,0.656250
230.078125,0.656250
230.734375,0.656250
231.390625,0.656250
232.000000,0.609375
232.593750,0.593750
233.171875,0.578125
233.812500,0.640625
234.546875,0.734375
235.343750,0.796875
246.281250,0.625000
246.968750,0.687500
247.687500,0.718750
248.437500,0.750000
249.171875,0.734375
249.859375,0.687500
250.531250,0.671875
251.203125,0.671875
254.609375,0.531250
255.156250,0.546875
255.750000,0.593750
256.359375,0.609375
256.953125,0.593750
257.593750,0.640625
258.312500,0.718750
259.015625,0.703125
259.718750,0.703125
260.375000,0.656250
261.015625,0.640625
261.593750,0.578125
262.171875,0.578125
262.734375,0.562500
268.843750,0.703125
269.562500,0.718750
270.234375,0.671875
270.906250,0.671875
271.578125,0.671875
272.203125,0.625000
276.421875,0.593750
277.046875,0.625000
277.718750,0.671875
278.437500,0.718750
279.140625,0.703125
279.812500,0.671875
280.500000,0.687500
281.171875,0.671875
289.718750,0.640625
290.312500,0.593750
290.937500,0.625000
291.578125,0.640625
292.203125,0.625000
295.812500,0.703125
296.484375,0.671875
297.156250,0.671875
297.765625,0.609375
303.750000,0.609375
304.375000,0.625000
305.015625,0.640625
305.640625,0.625000
312.093750,0.656250
312.750000,0.656250
313.375000,0.625000
314.000000,0.625000
314.593750,0.593750
315.187500,0.593750
315.781250,0.593750
316.406250,0.625000
317.000000,0.593750
317.640625,0.640625
321.703125,0.671875
324.718750,0.640625
325.437500,0.718750
330.734375,0.656250
331.437500,0.703125
332.171875,0.734375
332.875000,0.703125
333.546875,0.671875
334.234375,0.687500
334.968750,0.734375
335.671875,0.703125
336.343750,0.671875
337.234375,0.890625
341.421875,0.656250
342.140625,0.718750
342.843750,0.703125
343.531250,0.687500
344.187500,0.656250
344.859375,0.671875
345.531250,0.671875
346.203125,0.671875
346.859375,0.656250
347.453125,0.593750
350.859375,0.531250
351.375000,0.515625
351.906250,0.531250
352.453125,0.546875
353.062500,0.609375
353.703125,0.640625
354.375000,0.671875
355.078125,0.703125
355.781250,0.703125
356.515625,0.734375
357.234375,0.718750
368.578125,0.562500
369.187500,0.609375
369.843750,0.656250
370.609375,0.765625
371.390625,0.781250
372.156250,0.765625
372.859375,0.703125
373.531250,0.671875
374.187500,0.656250
374.828125,0.640625
375.468750,0.640625
376.109375,0.640625
376.750000,0.640625
377.390625,0.640625
378.015625,0.625000
378.640625,0.625000
379.296875,0.656250
379.984375,0.687500
380.781250,0.796875
381.609375,0.828125
382.437500,0.828125
383.250000,0.812500
384.000000,0.750000
384.703125,0.703125
385.375000,0.671875
386.000000,0.625000
386.609375,0.609375
387.218750,0.609375
387.859375,0.640625
388.546875,0.687500
389.312500,0.765625
390.109375,0.796875
390.890625,0.781250
396.859375,0.640625
397.500000,0.640625
398.156250,0.656250
398.812500,0.656250
399.421875,0.609375
400.062500,0.640625
400.687500,0.625000
