1706782368.000000, 1706782368.000000, 1706782368.000000
32.000000, 32.000000, 32.000000
-4,-42,41
-3,-39,45
-3,-40,47
-2,-41,48
0,-40,48
1,-37,48
2,-29,50
3,-28,52
5,-21,55
7,-14,57
8,-12,57
9,-7,59
8,-6,58
7,-3,58
7,-2,59
8,-2,59
13,0,59
14,0,61
16,3,62
16,6,63
16,6,62
14,5,60
13,7,59
12,10,60
13,11,60
14,11,59
16,13,61
16,13,61
16,14,61
17,14,60
17,13,61
18,12,60
17,12,59
16,11,60
15,13,59
14,16,58
15,17,58
16,18,59
17,18,61
18,16,61
18,14,59
18,13,60
18,12,61
17,13,59
16,14,58
14,17,57
14,19,58
15,21,58
17,22,59
18,22,59
19,20,59
18,17,60
18,17,59
15,18,59
15,17,58
13,18,57
13,21,58
13,23,59
14,21,59
14,21,59
16,24,62
17,22,63
18,20,58
16,17,52
15,17,53
11,20,60
10,17,61
11,14,59
9,14,56
10,16,57
17,12,58
23,11,53
30,8,49
44,2,45
48,2,41
54,-7,38
56,-5,37
61,-11,37
68,-14,36
68,-16,36
58,-18,36
48,-16,35
31,-19,32
29,-19,34
31,-20,33
37,-16,35
49,-12,34
51,-9,31
56,-6,25
58,-3,23
64,0,19
63,-1,16
62,2,11
61,4,8
63,6,4
67,6,0
67,6,-3
64,3,-5
62,5,-7
61,5,-8
64,8,-6
65,10,-3
67,13,0
59,12,-5
61,13,-3
71,14,4
71,14,4
54,13,-5
58,13,-1
66,13,7
73,15,12
66,17,11
48,14,2
46,14,-1
48,14,-3
59,18,3
63,20,3
64,22,-6
60,27,-5
56,28,-4
57,28,-5
58,28,-5
58,27,-6
58,29,-1
58,30,0
57,29,-3
56,30,-2
56,30,-1
54,31,-2
54,31,-2
56,29,0
56,28,1
53,31,1
52,29,0
55,30,3
57,33,9
54,33,9
55,33,12
55,33,15
54,33,16
45,32,22
47,35,30
48,35,31
41,37,32
31,38,38
26,38,38
23,40,43
22,38,41
27,35,39
22,39,46
28,41,52
23,38,47
25,37,48
21,36,47
21,36,47
19,36,52
18,33,49
17,32,53
17,32,53
23,31,56
18,30,56
15,29,56
14,30,57
14,28,56
13,26,55
10,26,56
10,26,57
10,26,57
8,26,58
5,27,58
5,27,55
4,27,56
3,28,57
3,28,57
4,28,56
1,28,58
1,27,58
0,26,58
-1,26,57
-2,26,59
-3,25,58
-4,26,59
-5,26,58
-4,25,57
-4,23,58
-5,23,59
-4,23,59
-6,22,60
-7,23,60
-7,21,59
-5,18,58
-6,19,59
-7,19,61
-7,19,61
-6,18,60
-7,18,61
-7,18,61
-6,17,60
-7,16,60
-7,17,61
-7,17,62
-7,17,60
-7,17,60
-8,17,60
-6,17,59
-5,17,59
-5,19,61
-2,18,60
-1,19,60
2,20,59
2,22,60
4,23,60
6,23,58
7,23,57
8,25,58
9,26,59
11,26,57
11,27,58
10,28,58
12,29,57
12,28,56
12,28,57
12,29,57
12,28,57
12,29,55
12,29,56
12,29,57
13,28,55
13,28,55
12,29,56
12,29,56
12,29,56
12,29,55
12,29,55
12,29,55
12,30,55
14,29,55
14,30,55
14,29,56
14,29,56
15,29,55
15,29,55
15,30,56
15,29,55
15,29,55
14,29,55
14,29,55
15,27,55
14,28,57
15,27,56
15,28,56
16,28,57
16,29,57
16,31,57
17,31,56
17,32,57
18,32,57
19,33,56
19,34,56
17,34,57
17,32,56
17,31,56
16,28,56
16,24,55
14,20,56
13,18,56
13,13,54
13,10,52
13,-2,49
10,-10,46
9,-14,46
9,-25,42
10,-32,39
12,-47,34
15,-61,24
11,-66,17
-9,-68,8
-17,-63,8
-26,-55,-18
-33,-36,-22
-50,-24,-19
-49,-19,-52
-53,-17,-51
-73,-14,-25
-78,-6,-31
-98,-8,-24
-89,-1,8
-83,0,24
-48,0,47
-33,12,52
-46,10,48
-57,12,49
-42,14,55
-41,13,54
-46,15,49
-36,14,53
-80,24,47
-56,28,80
-48,5,38
-43,-3,36
-53,-1,43
-43,7,50
-44,8,49
-47,7,45
-48,5,40
-52,3,39
-52,4,38
-52,3,36
-50,5,41
-50,6,41
-50,5,40
-50,4,41
-49,3,41
-51,2,38
-51,5,39
-51,5,40
-49,4,41
-50,5,41
-49,5,42
-49,5,42
-49,6,41
-47,6,43
-47,6,43
-46,6,46
-45,7,46
-46,7,47
-45,7,46
-43,8,48
-44,7,47
-44,7,48
-43,7,48
-44,6,47
-43,6,47
-43,7,47
-44,7,47
-44,7,48
-44,7,47
-43,7,47
-43,7,48
-44,6,47
-44,6,47
-44,6,47
-44,6,47
-45,5,45
-45,5,45
-45,6,46
-45,5,46
-45,6,46
-45,6,46
-45,5,46
-45,5,46
-45,6,46
-45,5,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-46,6,45
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,45
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-45,6,46
-46,6,45
-45,6,45
-46,6,45
-45,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,44
-46,6,45
-46,6,45
-46,6,45
-46,6,45
-46,6,44
-46,6,44
-46,6,45
-46,6,45
-46,6,44
-46,6,45
-46,6,45
-46,6,45
-46,6,44
-46,6,45
-46,6,45
-46,6,45
-46,6,44
-46,6,44
-46,6,45
-47,5,44
-47,6,44
-46,6,44
-46,6,44
-46,6,44
-46,6,45
-46,6,44
-46,6,45
-47,5,44
-46,6,45
-46,6,44
-46,6,44
-46,6,44
-46,6,44
-46,6,44
-47,5,44
-46,7,48
-55,15,52
-69,19,54
-77,30,67
-58,35,68
-35,24,56
-50,8,36
-50,-1,32
-57,-7,24
-55,-17,16
-58,-23,12
-58,-27,9
-49,-29,10
-39,-38,3
-46,-40,0
-50,-36,4
-54,-37,12
-52,-35,20
-62,-28,36
-63,-27,41
-71,-24,58
-65,-24,63
-66,-23,58
-62,-29,27
-55,-30,19
-37,-29,12
-29,-26,6
-30,-23,6
-21,-18,16
-19,-18,18
-26,-16,26
-38,-14,34
-41,-17,34
-47,-21,34
-50,-21,36
-57,-21,35
-58,-21,35
-62,-22,35
-61,-21,33
-63,-21,33
-61,-19,33
-59,-17,32
-61,-17,32
-58,-14,34
-56,-13,32
-54,-12,30
-49,-14,29
-50,-15,29
-52,-18,28
-52,-19,28
-55,-20,32
-70,-20,31
-77,-20,28
-42,-18,40
-27,-18,49
-23,-14,54
-42,-10,41
